Index,Total Frames,Difference
21069,3202,-38936
21070,3204,-38936
21071,3206,-38936
21072,3208,-38936
21073,3210,-38936
21074,3212,-38936
21075,3214,-38936
21076,3216,-38936
21077,3218,-38936
21078,3220,-38936
21079,3222,-38936
21080,3224,-38936
21081,3226,-38936
21082,3228,-38936
21083,3230,-38936
21084,3232,-38936
21085,3234,-38936
21086,3236,-38936
21087,3238,-38936
21088,3240,-38936
21089,3242,-38936
21090,3244,-38936
21091,3246,-38936
21092,3248,-38936
21093,3250,-38936
21094,3252,-38936
21095,3254,-38936
21096,3256,-38936
21097,3258,-38936
21098,3260,-38936
21099,3262,-38936
21100,3264,-38936
21101,3266,-38936
21102,3268,-38936
21103,3270,-38936
21104,3272,-38936
21105,3274,-38936
21106,3276,-38936
21107,3278,-38936
21108,3280,-38936
21109,3282,-38936
21110,3284,-38936
21111,3286,-38936
21112,3288,-38936
21113,3290,-38936
21114,3292,-38936
21115,3294,-38936
21116,3296,-38936
21117,3298,-38936
21118,3300,-38936
21119,3302,-38936
21120,3304,-38936
21121,3306,-38936
21122,3308,-38936
21123,3310,-38936
21124,3312,-38936
21125,3314,-38936
21126,3316,-38936
21127,3318,-38936
21128,3320,-38936
21129,3322,-38936
21130,3324,-38936
21131,3326,-38936
21132,3328,-38936
21133,3330,-38936
21134,3332,-38936
21135,3334,-38936
21136,3336,-38936
21137,3338,-38936
21138,3340,-38936
21139,3342,-38936
21140,3344,-38936
21141,3346,-38936
21142,3348,-38936
21143,3350,-38936
21144,3352,-38936
21145,3354,-38936
21146,3356,-38936
21147,3358,-38936
21148,3360,-38936
21149,3362,-38936
21150,3364,-38936
21151,3366,-38936
21152,3368,-38936
21153,3370,-38936
21154,3372,-38936
21155,3374,-38936
21156,3376,-38936
21157,3378,-38936
21158,3380,-38936
21159,3382,-38936
21160,3384,-38936
21161,3386,-38936
21162,3388,-38936
21163,3390,-38936
21164,3392,-38936
21165,3394,-38936
21166,3396,-38936
21167,3398,-38936
21168,3400,-38936
21169,3402,-38936
21170,3404,-38936
21171,3406,-38936
21172,3408,-38936
21173,3410,-38936
21174,3412,-38936
21175,3414,-38936
21176,3416,-38936
21177,3418,-38936
21178,3420,-38936
21179,3422,-38936
21180,3424,-38936
21181,3426,-38936
21182,3428,-38936
21183,3430,-38936
21184,3432,-38936
21185,3434,-38936
21186,3436,-38936
21187,3438,-38936
21188,3440,-38936
21189,3442,-38936
21190,3444,-38936
21191,3446,-38936
21192,3448,-38936
21193,3450,-38936
21194,3452,-38936
21195,3454,-38936
21196,3456,-38936
21197,3458,-38936
21198,3460,-38936
21199,3462,-38936
21200,3464,-38936
21201,3466,-38936
21202,3468,-38936
21203,3470,-38936
21204,3472,-38936
21205,3474,-38936
21206,3476,-38936
21207,3478,-38936
21208,3480,-38936
21209,3482,-38936
21210,3484,-38936
21211,3486,-38936
21212,3488,-38936
21213,3490,-38936
21214,3492,-38936
21215,3494,-38936
21216,3496,-38936
21217,3498,-38936
21218,3500,-38936
21219,3502,-38936
21220,3504,-38936
21221,3506,-38936
21222,3508,-38936
21223,3510,-38936
21224,3512,-38936
21225,3514,-38936
21226,3516,-38936
21227,3518,-38936
21228,3520,-38936
21229,3522,-38936
21230,3524,-38936
21231,3526,-38936
21232,3528,-38936
21233,3530,-38936
21234,3532,-38936
21235,3534,-38936
21236,3536,-38936
21237,3538,-38936
21238,3540,-38936
21239,3542,-38936
21240,3544,-38936
21241,3546,-38936
21242,3548,-38936
21243,3550,-38936
21244,3552,-38936
21245,3554,-38936
21246,3556,-38936
21247,3558,-38936
21248,3560,-38936
21249,3562,-38936
21250,3564,-38936
21251,3566,-38936
21252,3568,-38936
21253,3570,-38936
21254,3572,-38936
21255,3574,-38936
21256,3576,-38936
21257,3578,-38936
21258,3580,-38936
21259,3582,-38936
21260,3584,-38936
21261,3586,-38936
21262,3588,-38936
21263,3590,-38936
21264,3592,-38936
21265,3594,-38936
21266,3596,-38936
21267,3598,-38936
21268,3600,-38936
21269,3602,-38936
21270,3604,-38936
21271,3606,-38936
21272,3608,-38936
21273,3610,-38936
21274,3612,-38936
21275,3614,-38936
21276,3616,-38936
21277,3618,-38936
21278,3620,-38936
21279,3622,-38936
21280,3624,-38936
21281,3626,-38936
21282,3628,-38936
21283,3630,-38936
21284,3632,-38936
21285,3634,-38936
21286,3636,-38936
21287,3638,-38936
21288,3640,-38936
21289,3642,-38936
21290,3644,-38936
21291,3646,-38936
21292,3648,-38936
21293,3650,-38936
21294,3652,-38936
21295,3654,-38936
21296,3656,-38936
21297,3658,-38936
21298,3660,-38936
21299,3662,-38936
21300,3664,-38936
21301,3666,-38936
21302,3668,-38936
21303,3670,-38936
21304,3672,-38936
21305,3674,-38936
21306,3676,-38936
21307,3678,-38936
21308,3680,-38936
21309,3682,-38936
21310,3684,-38936
21311,3686,-38936
21312,3688,-38936
21313,3690,-38936
21314,3692,-38936
21315,3694,-38936
21316,3696,-38936
21317,3698,-38936
21318,3700,-38936
21319,3702,-38936
21320,3704,-38936
21321,3706,-38936
21322,3708,-38936
21323,3710,-38936
21324,3712,-38936
21325,3714,-38936
21326,3716,-38936
21327,3718,-38936
21328,3720,-38936
21329,3722,-38936
21330,3724,-38936
21331,3726,-38936
21332,3728,-38936
21333,3730,-38936
21334,3732,-38936
21335,3734,-38936
21336,3736,-38936
21337,3738,-38936
21338,3740,-38936
21339,3742,-38936
21340,3744,-38936
21341,3746,-38936
21342,3748,-38936
21343,3750,-38936
21344,3752,-38936
21345,3754,-38936
21346,3756,-38936
21347,3758,-38936
21348,3760,-38936
21349,3762,-38936
21350,3764,-38936
21351,3766,-38936
21352,3768,-38936
21353,3770,-38936
21354,3772,-38936
21355,3774,-38936
21356,3776,-38936
21357,3778,-38936
21358,3780,-38936
21359,3782,-38936
21360,3784,-38936
21361,3786,-38936
21362,3788,-38936
21363,3790,-38936
21364,3792,-38936
21365,3794,-38936
21366,3796,-38936
21367,3798,-38936
21368,3800,-38936
21369,3802,-38936
21370,3804,-38936
21371,3806,-38936
21372,3808,-38936
21373,3810,-38936
21374,3812,-38936
21375,3814,-38936
21376,3816,-38936
21377,3818,-38936
21378,3820,-38936
21379,3822,-38936
21380,3824,-38936
21381,3826,-38936
21382,3828,-38936
21383,3830,-38936
21384,3832,-38936
21385,3834,-38936
21386,3836,-38936
21387,3838,-38936
21388,3840,-38936
21389,3842,-38936
21390,3844,-38936
21391,3846,-38936
21392,3848,-38936
21393,3850,-38936
21394,3852,-38936
21395,3854,-38936
21396,3856,-38936
21397,3858,-38936
21398,3860,-38936
21399,3862,-38936
21400,3864,-38936
21401,3866,-38936
21402,3868,-38936
21403,3870,-38936
21404,3872,-38936
21405,3874,-38936
21406,3876,-38936
21407,3878,-38936
21408,3880,-38936
21409,3882,-38936
21410,3884,-38936
21411,3886,-38936
21412,3888,-38936
21413,3890,-38936
21414,3892,-38936
21415,3894,-38936
21416,3896,-38936
21417,3898,-38936
21418,3900,-38936
21419,3902,-38936
21420,3904,-38936
21421,3906,-38936
21422,3908,-38936
21423,3910,-38936
21424,3912,-38936
21425,3914,-38936
21426,3916,-38936
21427,3918,-38936
21428,3920,-38936
21429,3922,-38936
21430,3924,-38936
21431,3926,-38936
21432,3928,-38936
21433,3930,-38936
21434,3932,-38936
21435,3934,-38936
21436,3936,-38936
21437,3938,-38936
21438,3940,-38936
21439,3942,-38936
21440,3944,-38936
21441,3946,-38936
21442,3948,-38936
21443,3950,-38936
21444,3952,-38936
21445,3954,-38936
21446,3956,-38936
21447,3958,-38936
21448,3960,-38936
21449,3962,-38936
21450,3964,-38936
21451,3966,-38936
21452,3968,-38936
21453,3970,-38936
21454,3972,-38936
21455,3974,-38936
21456,3976,-38936
21457,3978,-38936
21458,3980,-38936
21459,3982,-38936
21460,3984,-38936
21461,3986,-38936
21462,3988,-38936
21463,3990,-38936
21464,3992,-38936
21465,3994,-38936
21466,3996,-38936
21467,3998,-38936
21468,4000,-38936
21469,4002,-38936
21470,4004,-38936
21471,4006,-38936
21472,4008,-38936
21473,4010,-38936
21474,4012,-38936
21475,4014,-38936
21476,4016,-38936
21477,4018,-38936
21478,4020,-38936
21479,4022,-38936
21480,4024,-38936
21481,4026,-38936
21482,4028,-38936
21483,4030,-38936
21484,4032,-38936
21485,4034,-38936
21486,4036,-38936
21487,4038,-38936
21488,4040,-38936
21489,4042,-38936
21490,4044,-38936
21491,4046,-38936
21492,4048,-38936
21493,4050,-38936
21494,4052,-38936
21495,4054,-38936
21496,4056,-38936
21497,4058,-38936
21498,4060,-38936
21499,4062,-38936
21500,4064,-38936
21501,4066,-38936
21502,4068,-38936
21503,4070,-38936
21504,4072,-38936
21505,4074,-38936
21506,4076,-38936
21507,4078,-38936
21508,4080,-38936
21509,4082,-38936
21510,4084,-38936
21511,4086,-38936
21512,4088,-38936
21513,4090,-38936
21514,4092,-38936
21515,4094,-38936
21516,4096,-38936
21517,4098,-38936
21518,4100,-38936
21519,4102,-38936
21520,4104,-38936
21521,4106,-38936
21522,4108,-38936
21523,4110,-38936
21524,4112,-38936
21525,4114,-38936
21526,4116,-38936
21527,4118,-38936
21528,4120,-38936
21529,4122,-38936
21530,4124,-38936
21531,4126,-38936
21532,4128,-38936
21533,4130,-38936
21534,4132,-38936
21535,4134,-38936
21536,4136,-38936
21537,4138,-38936
21538,4140,-38936
21539,4142,-38936
21540,4144,-38936
21541,4146,-38936
21542,4148,-38936
21543,4150,-38936
21544,4152,-38936
21545,4154,-38936
21546,4156,-38936
21547,4158,-38936
21548,4160,-38936
21549,4162,-38936
21550,4164,-38936
21551,4166,-38936
21552,4168,-38936
21553,4170,-38936
21554,4172,-38936
21555,4174,-38936
21556,4176,-38936
21557,4178,-38936
21558,4180,-38936
21559,4182,-38936
21560,4184,-38936
21561,4186,-38936
21562,4188,-38936
21563,4190,-38936
21564,4192,-38936
21565,4194,-38936
21566,4196,-38936
21567,4198,-38936
21568,4200,-38936
21569,4202,-38936
21570,4204,-38936
21571,4206,-38936
21572,4208,-38936
21573,4210,-38936
21574,4212,-38936
21575,4214,-38936
21576,4216,-38936
21577,4218,-38936
21578,4220,-38936
21579,4222,-38936
21580,4224,-38936
21581,4226,-38936
21582,4228,-38936
21583,4230,-38936
21584,4232,-38936
21585,4234,-38936
21586,4236,-38936
21587,4238,-38936
21588,4240,-38936
21589,4242,-38936
21590,4244,-38936
21591,4246,-38936
21592,4248,-38936
21593,4250,-38936
21594,4252,-38936
21595,4254,-38936
21596,4256,-38936
21597,4258,-38936
21598,4260,-38936
21599,4262,-38936
21600,4264,-38936
21601,4266,-38936
21602,4268,-38936
21603,4270,-38936
21604,4272,-38936
21605,4274,-38936
21606,4276,-38936
21607,4278,-38936
21608,4280,-38936
21609,4282,-38936
21610,4284,-38936
21611,4286,-38936
21612,4288,-38936
21613,4290,-38936
21614,4292,-38936
21615,4294,-38936
21616,4296,-38936
21617,4298,-38936
21618,4300,-38936
21619,4302,-38936
21620,4304,-38936
21621,4306,-38936
21622,4308,-38936
21623,4310,-38936
21624,4312,-38936
21625,4314,-38936
21626,4316,-38936
21627,4318,-38936
21628,4320,-38936
21629,4322,-38936
21630,4324,-38936
21631,4326,-38936
21632,4328,-38936
21633,4330,-38936
21634,4332,-38936
21635,4334,-38936
21636,4336,-38936
21637,4338,-38936
21638,4340,-38936
21639,4342,-38936
21640,4344,-38936
21641,4346,-38936
21642,4348,-38936
21643,4350,-38936
21644,4352,-38936
21645,4354,-38936
21646,4356,-38936
21647,4358,-38936
21648,4360,-38936
21649,4362,-38936
21650,4364,-38936
21651,4366,-38936
21652,4368,-38936
21653,4370,-38936
21654,4372,-38936
21655,4374,-38936
21656,4376,-38936
21657,4378,-38936
21658,4380,-38936
21659,4382,-38936
21660,4384,-38936
21661,4386,-38936
21662,4388,-38936
21663,4390,-38936
21664,4392,-38936
21665,4394,-38936
21666,4396,-38936
21667,4398,-38936
21668,4400,-38936
21669,4402,-38936
21670,4404,-38936
21671,4406,-38936
21672,4408,-38936
21673,4410,-38936
21674,4412,-38936
21675,4414,-38936
21676,4416,-38936
21677,4418,-38936
21678,4420,-38936
21679,4422,-38936
21680,4424,-38936
21681,4426,-38936
21682,4428,-38936
21683,4430,-38936
21684,4432,-38936
21685,4434,-38936
21686,4436,-38936
21687,4438,-38936
21688,4440,-38936
21689,4442,-38936
21690,4444,-38936
21691,4446,-38936
21692,4448,-38936
21693,4450,-38936
21694,4452,-38936
21695,4454,-38936
21696,4456,-38936
21697,4458,-38936
21698,4460,-38936
21699,4462,-38936
21700,4464,-38936
21701,4466,-38936
21702,4468,-38936
21703,4470,-38936
21704,4472,-38936
21705,4474,-38936
21706,4476,-38936
21707,4478,-38936
21708,4480,-38936
21709,4482,-38936
21710,4484,-38936
21711,4486,-38936
21712,4488,-38936
21713,4490,-38936
21714,4492,-38936
21715,4494,-38936
21716,4496,-38936
21717,4498,-38936
21718,4500,-38936
21719,4502,-38936
21720,4504,-38936
21721,4506,-38936
21722,4508,-38936
21723,4510,-38936
21724,4512,-38936
21725,4514,-38936
21726,4516,-38936
21727,4518,-38936
21728,4520,-38936
21729,4522,-38936
21730,4524,-38936
21731,4526,-38936
21732,4528,-38936
21733,4530,-38936
21734,4532,-38936
21735,4534,-38936
21736,4536,-38936
21737,4538,-38936
21738,4540,-38936
21739,4542,-38936
21740,4544,-38936
21741,4546,-38936
21742,4548,-38936
21743,4550,-38936
21744,4552,-38936
21745,4554,-38936
21746,4556,-38936
21747,4558,-38936
21748,4560,-38936
21749,4562,-38936
21750,4564,-38936
21751,4566,-38936
21752,4568,-38936
21753,4570,-38936
21754,4572,-38936
21755,4574,-38936
21756,4576,-38936
21757,4578,-38936
21758,4580,-38936
21759,4582,-38936
21760,4584,-38936
21761,4586,-38936
21762,4588,-38936
21763,4590,-38936
21764,4592,-38936
21765,4594,-38936
21766,4596,-38936
21767,4598,-38936
21768,4600,-38936
21769,4602,-38936
21770,4604,-38936
21771,4606,-38936
21772,4608,-38936
21773,4610,-38936
21774,4612,-38936
21775,4614,-38936
21776,4616,-38936
21777,4618,-38936
21778,4620,-38936
21779,4622,-38936
21780,4624,-38936
21781,4626,-38936
21782,4628,-38936
21783,4630,-38936
21784,4632,-38936
21785,4634,-38936
21786,4636,-38936
21787,4638,-38936
21788,4640,-38936
21789,4642,-38936
21790,4644,-38936
21791,4646,-38936
21792,4648,-38936
21793,4650,-38936
21794,4652,-38936
21795,4654,-38936
21796,4656,-38936
21797,4658,-38936
21798,4660,-38936
21799,4662,-38936
21800,4664,-38936
21801,4666,-38936
21802,4668,-38936
21803,4670,-38936
21804,4672,-38936
21805,4674,-38936
21806,4676,-38936
21807,4678,-38936
21808,4680,-38936
21809,4682,-38936
21810,4684,-38936
21811,4686,-38936
21812,4688,-38936
21813,4690,-38936
21814,4692,-38936
21815,4694,-38936
21816,4696,-38936
21817,4698,-38936
21818,4700,-38936
21819,4702,-38936
21820,4704,-38936
21821,4706,-38936
21822,4708,-38936
21823,4710,-38936
21824,4712,-38936
21825,4714,-38936
21826,4716,-38936
21827,4718,-38936
21828,4720,-38936
21829,4722,-38936
21830,4724,-38936
21831,4726,-38936
21832,4728,-38936
21833,4730,-38936
21834,4732,-38936
21835,4734,-38936
21836,4736,-38936
21837,4738,-38936
21838,4740,-38936
21839,4742,-38936
21840,4744,-38936
21841,4746,-38936
21842,4748,-38936
21843,4750,-38936
21844,4752,-38936
21845,4754,-38936
21846,4756,-38936
21847,4758,-38936
21848,4760,-38936
21849,4762,-38936
21850,4764,-38936
21851,4766,-38936
21852,4768,-38936
21853,4770,-38936
21854,4772,-38936
21855,4774,-38936
21856,4776,-38936
21857,4778,-38936
21858,4780,-38936
21859,4782,-38936
21860,4784,-38936
21861,4786,-38936
21862,4788,-38936
21863,4790,-38936
21864,4792,-38936
21865,4794,-38936
21866,4796,-38936
21867,4798,-38936
21868,4800,-38936
21869,4802,-38936
21870,4804,-38936
21871,4806,-38936
21872,4808,-38936
21873,4810,-38936
21874,4812,-38936
21875,4814,-38936
21876,4816,-38936
21877,4818,-38936
21878,4820,-38936
21879,4822,-38936
21880,4824,-38936
21881,4826,-38936
21882,4828,-38936
21883,4830,-38936
21884,4832,-38936
21885,4834,-38936
21886,4836,-38936
21887,4838,-38936
21888,4840,-38936
21889,4842,-38936
21890,4844,-38936
21891,4846,-38936
21892,4848,-38936
21893,4850,-38936
21894,4852,-38936
21895,4854,-38936
21896,4856,-38936
21897,4858,-38936
21898,4860,-38936
21899,4862,-38936
21900,4864,-38936
21901,4866,-38936
21902,4868,-38936
21903,4870,-38936
21904,4872,-38936
21905,4874,-38936
21906,4876,-38936
21907,4878,-38936
21908,4880,-38936
21909,4882,-38936
21910,4884,-38936
21911,4886,-38936
21912,4888,-38936
21913,4890,-38936
21914,4892,-38936
21915,4894,-38936
21916,4896,-38936
21917,4898,-38936
21918,4900,-38936
21919,4902,-38936
21920,4904,-38936
21921,4906,-38936
21922,4908,-38936
21923,4910,-38936
21924,4912,-38936
21925,4914,-38936
21926,4916,-38936
21927,4918,-38936
21928,4920,-38936
21929,4922,-38936
21930,4924,-38936
21931,4926,-38936
21932,4928,-38936
21933,4930,-38936
21934,4932,-38936
21935,4934,-38936
21936,4936,-38936
21937,4938,-38936
21938,4940,-38936
21939,4942,-38936
21940,4944,-38936
21941,4946,-38936
21942,4948,-38936
21943,4950,-38936
21944,4952,-38936
21945,4954,-38936
21946,4956,-38936
21947,4958,-38936
21948,4960,-38936
21949,4962,-38936
21950,4964,-38936
21951,4966,-38936
21952,4968,-38936
21953,4970,-38936
21954,4972,-38936
21955,4974,-38936
21956,4976,-38936
21957,4978,-38936
21958,4980,-38936
21959,4982,-38936
21960,4984,-38936
21961,4986,-38936
21962,4988,-38936
21963,4990,-38936
21964,4992,-38936
21965,4994,-38936
21966,4996,-38936
21967,4998,-38936
21968,5000,-38936
21969,5002,-38936
21970,5004,-38936
21971,5006,-38936
21972,5008,-38936
21973,5010,-38936
21974,5012,-38936
21975,5014,-38936
21976,5016,-38936
21977,5018,-38936
21978,5020,-38936
21979,5022,-38936
21980,5024,-38936
21981,5026,-38936
21982,5028,-38936
21983,5030,-38936
21984,5032,-38936
21985,5034,-38936
21986,5036,-38936
21987,5038,-38936
21988,5040,-38936
21989,5042,-38936
21990,5044,-38936
21991,5046,-38936
21992,5048,-38936
21993,5050,-38936
21994,5052,-38936
21995,5054,-38936
21996,5056,-38936
21997,5058,-38936
21998,5060,-38936
21999,5062,-38936
22000,5064,-38936
22001,5066,-38936
22002,5068,-38936
22003,5070,-38936
22004,5072,-38936
22005,5074,-38936
22006,5076,-38936
22007,5078,-38936
22008,5080,-38936
22009,5082,-38936
22010,5084,-38936
22011,5086,-38936
22012,5088,-38936
22013,5090,-38936
22014,5092,-38936
22015,5094,-38936
22016,5096,-38936
22017,5098,-38936
22018,5100,-38936
22019,5102,-38936
22020,5104,-38936
22021,5106,-38936
22022,5108,-38936
22023,5110,-38936
22024,5112,-38936
22025,5114,-38936
22026,5116,-38936
22027,5118,-38936
22028,5120,-38936
22029,5122,-38936
22030,5124,-38936
22031,5126,-38936
22032,5128,-38936
22033,5130,-38936
22034,5132,-38936
22035,5134,-38936
22036,5136,-38936
22037,5138,-38936
22038,5140,-38936
22039,5142,-38936
22040,5144,-38936
22041,5146,-38936
22042,5148,-38936
22043,5150,-38936
22044,5152,-38936
22045,5154,-38936
22046,5156,-38936
22047,5158,-38936
22048,5160,-38936
22049,5162,-38936
22050,5164,-38936
22051,5166,-38936
22052,5168,-38936
22053,5170,-38936
22054,5172,-38936
22055,5174,-38936
22056,5176,-38936
22057,5178,-38936
22058,5180,-38936
22059,5182,-38936
22060,5184,-38936
22061,5186,-38936
22062,5188,-38936
22063,5190,-38936
22064,5192,-38936
22065,5194,-38936
22066,5196,-38936
22067,5198,-38936
22068,5200,-38936
22069,5202,-38936
22070,5204,-38936
22071,5206,-38936
22072,5208,-38936
22073,5210,-38936
22074,5212,-38936
22075,5214,-38936
22076,5216,-38936
22077,5218,-38936
22078,5220,-38936
22079,5222,-38936
22080,5224,-38936
22081,5226,-38936
22082,5228,-38936
22083,5230,-38936
22084,5232,-38936
22085,5234,-38936
22086,5236,-38936
22087,5238,-38936
22088,5240,-38936
22089,5242,-38936
22090,5244,-38936
22091,5246,-38936
22092,5248,-38936
22093,5250,-38936
22094,5252,-38936
22095,5254,-38936
22096,5256,-38936
22097,5258,-38936
22098,5260,-38936
22099,5262,-38936
22100,5264,-38936
22101,5266,-38936
22102,5268,-38936
22103,5270,-38936
22104,5272,-38936
22105,5274,-38936
22106,5276,-38936
22107,5278,-38936
22108,5280,-38936
22109,5282,-38936
22110,5284,-38936
22111,5286,-38936
22112,5288,-38936
22113,5290,-38936
22114,5292,-38936
22115,5294,-38936
22116,5296,-38936
22117,5298,-38936
22118,5300,-38936
22119,5302,-38936
22120,5304,-38936
22121,5306,-38936
22122,5308,-38936
22123,5310,-38936
22124,5312,-38936
22125,5314,-38936
22126,5316,-38936
22127,5318,-38936
22128,5320,-38936
22129,5322,-38936
22130,5324,-38936
22131,5326,-38936
22132,5328,-38936
22133,5330,-38936
22134,5332,-38936
22135,5334,-38936
22136,5336,-38936
22137,5338,-38936
22138,5340,-38936
22139,5342,-38936
22140,5344,-38936
22141,5346,-38936
22142,5348,-38936
22143,5350,-38936
22144,5352,-38936
22145,5354,-38936
22146,5356,-38936
22147,5358,-38936
22148,5360,-38936
22149,5362,-38936
22150,5364,-38936
22151,5366,-38936
22152,5368,-38936
22153,5370,-38936
22154,5372,-38936
22155,5374,-38936
22156,5376,-38936
22157,5378,-38936
22158,5380,-38936
22159,5382,-38936
22160,5384,-38936
22161,5386,-38936
22162,5388,-38936
22163,5390,-38936
22164,5392,-38936
22165,5394,-38936
22166,5396,-38936
22167,5398,-38936
22168,5400,-38936
22169,5402,-38936
22170,5404,-38936
22171,5406,-38936
22172,5408,-38936
22173,5410,-38936
22174,5412,-38936
22175,5414,-38936
22176,5416,-38936
22177,5418,-38936
22178,5420,-38936
22179,5422,-38936
22180,5424,-38936
22181,5426,-38936
22182,5428,-38936
22183,5430,-38936
22184,5432,-38936
22185,5434,-38936
22186,5436,-38936
22187,5438,-38936
22188,5440,-38936
22189,5442,-38936
22190,5444,-38936
22191,5446,-38936
22192,5448,-38936
22193,5450,-38936
22194,5452,-38936
22195,5454,-38936
22196,5456,-38936
22197,5458,-38936
22198,5460,-38936
22199,5462,-38936
22200,5464,-38936
22201,5466,-38936
22202,5468,-38936
22203,5470,-38936
22204,5472,-38936
22205,5474,-38936
22206,5476,-38936
22207,5478,-38936
22208,5480,-38936
22209,5482,-38936
22210,5484,-38936
22211,5486,-38936
22212,5488,-38936
22213,5490,-38936
22214,5492,-38936
22215,5494,-38936
22216,5496,-38936
22217,5498,-38936
22218,5500,-38936
22219,5502,-38936
22220,5504,-38936
22221,5506,-38936
22222,5508,-38936
22223,5510,-38936
22224,5512,-38936
22225,5514,-38936
22226,5516,-38936
22227,5518,-38936
22228,5520,-38936
22229,5522,-38936
22230,5524,-38936
22231,5526,-38936
22232,5528,-38936
22233,5530,-38936
22234,5532,-38936
22235,5534,-38936
22236,5536,-38936
22237,5538,-38936
22238,5540,-38936
22239,5542,-38936
22240,5544,-38936
22241,5546,-38936
22242,5548,-38936
22243,5550,-38936
22244,5552,-38936
22245,5554,-38936
22246,5556,-38936
22247,5558,-38936
22248,5560,-38936
22249,5562,-38936
22250,5564,-38936
22251,5566,-38936
22252,5568,-38936
22253,5570,-38936
22254,5572,-38936
22255,5574,-38936
22256,5576,-38936
22257,5578,-38936
22258,5580,-38936
22259,5582,-38936
22260,5584,-38936
22261,5586,-38936
22262,5588,-38936
22263,5590,-38936
22264,5592,-38936
22265,5594,-38936
22266,5596,-38936
22267,5598,-38936
22268,5600,-38936
22269,5602,-38936
22270,5604,-38936
22271,5606,-38936
22272,5608,-38936
22273,5610,-38936
22274,5612,-38936
22275,5614,-38936
22276,5616,-38936
22277,5618,-38936
22278,5620,-38936
22279,5622,-38936
22280,5624,-38936
22281,5626,-38936
22282,5628,-38936
22283,5630,-38936
22284,5632,-38936
22285,5634,-38936
22286,5636,-38936
22287,5638,-38936
22288,5640,-38936
22289,5642,-38936
22290,5644,-38936
22291,5646,-38936
22292,5648,-38936
22293,5650,-38936
22294,5652,-38936
22295,5654,-38936
22296,5656,-38936
22297,5658,-38936
22298,5660,-38936
22299,5662,-38936
22300,5664,-38936
22301,5666,-38936
22302,5668,-38936
22303,5670,-38936
22304,5672,-38936
22305,5674,-38936
22306,5676,-38936
22307,5678,-38936
22308,5680,-38936
22309,5682,-38936
22310,5684,-38936
22311,5686,-38936
22312,5688,-38936
22313,5690,-38936
22314,5692,-38936
22315,5694,-38936
22316,5696,-38936
22317,5698,-38936
22318,5700,-38936
22319,5702,-38936
22320,5704,-38936
22321,5706,-38936
22322,5708,-38936
22323,5710,-38936
22324,5712,-38936
22325,5714,-38936
22326,5716,-38936
22327,5718,-38936
22328,5720,-38936
22329,5722,-38936
22330,5724,-38936
22331,5726,-38936
22332,5728,-38936
22333,5730,-38936
22334,5732,-38936
22335,5734,-38936
22336,5736,-38936
22337,5738,-38936
22338,5740,-38936
22339,5742,-38936
22340,5744,-38936
22341,5746,-38936
22342,5748,-38936
22343,5750,-38936
22344,5752,-38936
22345,5754,-38936
22346,5756,-38936
22347,5758,-38936
22348,5760,-38936
22349,5762,-38936
22350,5764,-38936
22351,5766,-38936
22352,5768,-38936
22353,5770,-38936
22354,5772,-38936
22355,5774,-38936
22356,5776,-38936
22357,5778,-38936
22358,5780,-38936
22359,5782,-38936
22360,5784,-38936
22361,5786,-38936
22362,5788,-38936
22363,5790,-38936
22364,5792,-38936
22365,5794,-38936
22366,5796,-38936
22367,5798,-38936
22368,5800,-38936
22369,5802,-38936
22370,5804,-38936
22371,5806,-38936
22372,5808,-38936
22373,5810,-38936
22374,5812,-38936
22375,5814,-38936
22376,5816,-38936
22377,5818,-38936
22378,5820,-38936
22379,5822,-38936
22380,5824,-38936
22381,5826,-38936
22382,5828,-38936
22383,5830,-38936
22384,5832,-38936
22385,5834,-38936
22386,5836,-38936
22387,5838,-38936
22388,5840,-38936
22389,5842,-38936
22390,5844,-38936
22391,5846,-38936
22392,5848,-38936
22393,5850,-38936
22394,5852,-38936
22395,5854,-38936
22396,5856,-38936
22397,5858,-38936
22398,5860,-38936
22399,5862,-38936
22400,5864,-38936
22401,5866,-38936
22402,5868,-38936
22403,5870,-38936
22404,5872,-38936
22405,5874,-38936
22406,5876,-38936
22407,5878,-38936
22408,5880,-38936
22409,5882,-38936
22410,5884,-38936
22411,5886,-38936
22412,5888,-38936
22413,5890,-38936
22414,5892,-38936
22415,5894,-38936
22416,5896,-38936
22417,5898,-38936
22418,5900,-38936
22419,5902,-38936
22420,5904,-38936
22421,5906,-38936
22422,5908,-38936
22423,5910,-38936
22424,5912,-38936
22425,5914,-38936
22426,5916,-38936
22427,5918,-38936
22428,5920,-38936
22429,5922,-38936
22430,5924,-38936
22431,5926,-38936
22432,5928,-38936
22433,5930,-38936
22434,5932,-38936
22435,5934,-38936
22436,5936,-38936
22437,5938,-38936
22438,5940,-38936
22439,5942,-38936
22440,5944,-38936
22441,5946,-38936
22442,5948,-38936
22443,5950,-38936
22444,5952,-38936
22445,5954,-38936
22446,5956,-38936
22447,5958,-38936
22448,5960,-38936
22449,5962,-38936
22450,5964,-38936
22451,5966,-38936
22452,5968,-38936
22453,5970,-38936
22454,5972,-38936
22455,5974,-38936
22456,5976,-38936
22457,5978,-38936
22458,5980,-38936
22459,5982,-38936
22460,5984,-38936
22461,5986,-38936
22462,5988,-38936
22463,5990,-38936
22464,5992,-38936
22465,5994,-38936
22466,5996,-38936
